robot_x,robot_y,robot_yaw_deg,robot_vel_x,robot_vel_y,velocity_magnitude,distance_to_hub,pitch_deg,flywheel_speed,lateral_error
3.168,4.8420000000000005,0.0,2.25,0.75,2.3717082451262845,0.8838580485575724,50.0,6.326530612244898,2.3528063232076306
3.168,4.8420000000000005,0.0,2.25,1.5,2.704163456597992,0.8838580485575724,50.0,6.326530612244898,2.1818435682897808
3.168,4.8420000000000005,0.0,2.25,2.25,3.181980515339464,0.8838580485575724,50.0,6.326530612244898,2.0807129750220787
3.168,4.8420000000000005,0.0,3.0,0.0,3.0,0.8838580485575724,50.0,6.326530612244898,2.9213022753006106
3.168,4.8420000000000005,0.0,3.0,0.75,3.092329219213245,0.8838580485575724,50.0,6.326530612244898,2.7229706901952015
3.168,4.8420000000000005,0.0,3.0,1.5,3.3541019662496847,0.8838580485575724,50.0,6.326530612244898,2.576686465525794
3.168,4.8420000000000005,0.0,3.0,2.25,3.75,0.8838580485575724,50.0,6.326530612244898,2.491633654765795
3.168,4.8420000000000005,0.0,3.0,3.0,4.242640687119285,0.8838580485575724,50.0,6.326530612244898,2.474135154650078
3.96,1.614,0.0,0.0,3.0,3.0,2.9982267175782424,50.0,6.326530612244898,0.8899676751895893
3.96,1.614,0.0,0.75,3.0,3.092329219213245,2.9982267175782424,50.0,6.326530612244898,0.7600160338808708
3.96,3.228,0.0,0.0,0.0,0.0,1.3849572737091929,50.0,6.326530612244898,0.8453291269197089
3.96,3.228,0.0,0.0,0.75,0.75,1.3849572737091929,50.0,6.326530612244898,1.2515837767302491
3.96,3.228,0.0,0.0,1.5,1.5,1.3849572737091929,50.0,6.326530612244898,1.6461519002841705
3.96,3.228,0.0,0.0,2.25,2.25,1.3849572737091929,50.0,6.326530612244898,1.9919227924218825
3.96,3.228,0.0,0.0,3.0,3.0,1.3849572737091929,50.0,6.326530612244898,2.3363363638310592
3.96,3.228,0.0,0.75,0.0,0.75,1.3849572737091929,50.0,6.326530612244898,0.7191341383505575
3.96,3.228,0.0,0.75,0.75,1.0606601717798212,1.3849572737091929,50.0,6.326530612244898,1.0807506851692357
3.96,3.228,0.0,0.75,1.5,1.6770509831248424,1.3849572737091929,50.0,6.326530612244898,1.4131795839989534
3.96,3.228,0.0,0.75,2.25,2.3717082451262845,1.3849572737091929,50.0,6.326530612244898,1.7730218173065253
3.96,3.228,0.0,0.75,3.0,3.092329219213245,1.3849572737091929,50.0,6.326530612244898,2.1527465151834475
3.96,3.228,0.0,1.5,0.75,1.6770509831248424,1.3849572737091929,50.0,6.326530612244898,0.8454344411279077
3.96,3.228,0.0,1.5,1.5,2.1213203435596424,1.3849572737091929,50.0,6.326530612244898,1.2317093229665292
3.96,3.228,0.0,1.5,2.25,2.704163456597992,1.3849572737091929,50.0,6.326530612244898,1.632065465689457
3.96,3.228,0.0,1.5,3.0,3.3541019662496847,1.3849572737091929,50.0,6.326530612244898,2.038221989452005
3.96,3.228,0.0,2.25,0.75,2.3717082451262845,1.3849572737091929,50.0,6.326530612244898,0.7609021486843999
3.96,3.228,0.0,2.25,1.5,2.704163456597992,1.3849572737091929,50.0,6.326530612244898,1.1752959380130372
3.96,3.228,0.0,2.25,2.25,3.181980515339464,1.3849572737091929,50.0,6.326530612244898,1.589921498038008
3.96,3.228,0.0,2.25,3.0,3.75,1.3849572737091929,50.0,6.326530612244898,2.0046350201253516
3.96,3.228,0.0,3.0,3.0,4.242640687119285,1.3849572737091929,50.0,6.326530612244898,2.0559561317100896
3.96,4.8420000000000005,0.0,0.0,0.0,0.0,0.23841528893927963,50.0,6.326530612244898,1.9175660127859595
3.96,4.8420000000000005,0.0,0.0,0.75,0.75,0.23841528893927963,50.0,6.326530612244898,1.561341337158488
3.96,4.8420000000000005,0.0,0.0,1.5,1.5,0.23841528893927963,50.0,6.326530612244898,1.1662288900892184
3.96,4.8420000000000005,0.0,0.0,2.25,2.25,0.23841528893927963,50.0,6.326530612244898,0.7860741192747155
3.96,4.8420000000000005,0.0,0.75,0.0,0.75,0.23841528893927963,50.0,6.326530612244898,1.5563543987551807
3.96,4.8420000000000005,0.0,0.75,0.75,1.0606601717798212,0.23841528893927963,50.0,6.326530612244898,1.330940185851306
3.96,4.8420000000000005,0.0,0.75,1.5,1.6770509831248424,0.23841528893927963,50.0,6.326530612244898,1.0039812844233575
3.96,4.8420000000000005,0.0,0.75,2.25,2.3717082451262845,0.23841528893927963,50.0,6.326530612244898,0.6360944835054894
3.96,4.8420000000000005,0.0,1.5,0.0,1.5,0.23841528893927963,50.0,6.326530612244898,1.1574469277027677
3.96,4.8420000000000005,0.0,1.5,0.75,1.6770509831248424,0.23841528893927963,50.0,6.326530612244898,1.0012265239939149
3.96,4.8420000000000005,0.0,1.5,1.5,2.1213203435596424,0.23841528893927963,50.0,6.326530612244898,0.7442713825511668
3.96,4.8420000000000005,0.0,2.25,0.0,2.25,0.23841528893927963,50.0,6.326530612244898,0.7663568819735935
3.96,4.8420000000000005,0.0,2.25,0.75,2.3717082451262845,0.23841528893927963,50.0,6.326530612244898,0.6318576579110828
