robot_x,robot_y,robot_yaw_deg,robot_vel_x,robot_vel_y,pitch_deg,flywheel_speed,lateral_error,turret_yaw_F_deg
0.0,3.228,0.0,0.75,0.0,50.0,6.923005565862709,0.032329494945268815,24.183292474498806
0.0,3.228,0.0,0.75,0.75,50.0,6.832096474953618,0.0261499074489104,14.183292474498808
0.0,3.228,0.0,0.75,1.5,50.0,6.784786641929498,0.0038277627360996766,5.2438985351048695
0.0,3.228,0.0,0.75,2.25,50.0,6.784786641929498,0.012004239788415774,-4.453071161864827
0.0,3.228,0.0,0.75,3.0,50.0,6.830241187384045,0.024022238804547583,-14.60458631337998
0.0,3.228,0.0,1.5,0.0,50.0,6.6938775510204085,0.023097311543496417,27.36511065631699
0.0,3.228,0.0,1.5,0.75,50.0,6.601113172541744,0.019449435437341674,18.274201565407896
0.0,3.228,0.0,1.5,1.5,50.0,6.555658627087199,0.014055681735699311,8.12268641389275
0.0,3.228,0.0,1.5,2.25,50.0,6.555658627087199,0.044672017083478996,-2.4833741921678576
0.0,3.228,0.0,1.5,3.0,50.0,6.555658627087199,0.02753905313964573,-11.877313586107253
0.0,3.228,0.0,2.25,0.0,50.0,6.510204081632653,0.02625553197888334,31.00147429268063
0.0,3.228,0.0,2.25,0.75,50.0,6.419294990723563,0.045716062048507394,21.910565201771533
0.0,3.228,0.0,2.25,1.5,50.0,6.371985157699443,0.08765172544666688,12.365110656316988
0.0,3.228,0.0,2.25,2.25,50.0,6.371985157699443,0.033622517236241926,1.7590500502563844
0.0,3.228,0.0,2.25,3.0,50.0,6.371985157699443,0.061011015276761914,-8.84701055580422
0.0,3.228,0.0,3.0,0.0,50.0,6.371985157699443,0.0367593035621371,35.395413686620024
0.0,3.228,0.0,3.0,0.75,50.0,6.326530612244898,0.030201870468320163,24.940868232074568
0.0,3.228,0.0,3.0,1.5,50.0,6.326530612244898,0.1145353029704847,15.243898535104869
0.0,3.228,0.0,3.0,2.25,50.0,6.326530612244898,0.182748956367417,3.728747019953354
0.0,3.228,0.0,3.0,3.0,50.0,6.326530612244898,0.1691324882686159,-7.78640449519816
0.0,4.8420000000000005,0.0,0.0,0.0,50.0,7.106679035250464,0.012364883885369637,-3.391364608588041
0.0,4.8420000000000005,0.0,0.0,0.75,50.0,7.153988868274583,0.019117730818269462,-12.93681915404259
0.0,4.8420000000000005,0.0,0.0,1.5,50.0,7.29035250463822,0.020786327477209886,-22.48227369949713
0.0,4.8420000000000005,0.0,0.0,2.25,50.0,7.474025974025974,0.038697055245698324,-31.57318279040622
0.0,4.8420000000000005,0.0,0.0,3.0,50.0,7.794063079777365,0.02312806746830405,-39.90651612373956
0.0,4.8420000000000005,0.0,0.75,0.0,50.0,6.784786641929498,0.017156604414536786,-3.8459100631334957
0.0,4.8420000000000005,0.0,0.75,0.75,50.0,6.832096474953618,0.017125386967264008,-13.694394911618344
0.0,4.8420000000000005,0.0,0.75,1.5,50.0,6.923005565862709,0.018420437205009903,-23.694394911618343
0.0,4.8420000000000005,0.0,0.75,2.25,50.0,7.106679035250464,0.015731202303152322,-33.39136460858804
0.0,4.8420000000000005,0.0,0.75,3.0,50.0,7.379406307977737,0.026552431010944375,-43.08833430555774
0.0,4.8420000000000005,0.0,1.5,0.0,50.0,6.555658627087199,0.03333081640972121,-4.603485820709255
0.0,4.8420000000000005,0.0,1.5,0.75,50.0,6.555658627087199,0.05593650624910982,-15.209546426769862
0.0,4.8420000000000005,0.0,1.5,1.5,50.0,6.6484230055658635,0.024004700289706162,-25.209546426769858
0.0,4.8420000000000005,0.0,1.5,2.25,50.0,6.7847866419295,0.042204606559579215,-35.36106157828501
0.0,4.8420000000000005,0.0,1.5,3.0,50.0,7.057513914656772,0.0074000633186202544,-46.27015248737592
0.0,4.8420000000000005,0.0,2.25,0.0,50.0,6.371985157699443,0.04344638909994699,-5.512576729800164
0.0,4.8420000000000005,0.0,2.25,0.75,50.0,6.417439703153988,0.036904616531641975,-16.57318279040623
0.0,4.8420000000000005,0.0,2.25,1.5,50.0,6.4647495361781075,0.013342934951213784,-27.027728244951675
0.0,4.8420000000000005,0.0,2.25,2.25,50.0,6.555658627087199,0.04566104594988178,-37.63378885101228
0.0,4.8420000000000005,0.0,2.25,3.0,50.0,6.782931354359926,0.019946203351823694,-48.99742521464864
0.0,4.8420000000000005,0.0,3.0,0.0,50.0,6.326530612244898,0.17458182268546904,-6.2701524873759205
0.0,4.8420000000000005,0.0,3.0,0.75,50.0,6.326530612244898,0.08909332424186854,-17.179243396466827
0.0,4.8420000000000005,0.0,3.0,1.5,50.0,6.326530612244898,0.07002861990430562,-27.48227369949713
0.0,4.8420000000000005,0.0,3.0,2.25,50.0,6.417439703153988,0.009027645548427384,-39.90651612373955
0.0,4.8420000000000005,0.0,3.0,3.0,50.0,6.553803339517625,0.044228724969371615,-51.27015248737592
0.0,6.456,0.0,0.0,0.0,50.0,7.383116883116884,0.023587735408186362,-26.213029378345354
0.0,6.456,0.0,0.0,0.75,50.0,7.566790352504638,0.02914113743868577,-34.09181725713323
0.0,6.456,0.0,0.0,1.5,50.0,7.886827458256029,0.018833644291609997,-41.819089984405956
0.0,6.456,0.0,0.0,2.25,50.0,8.254174397031539,0.020883879511947652,-48.48575665107262
0.0,6.456,0.0,0.0,3.0,50.0,8.714285714285715,0.03393272535832103,-55.15242331773929
0.0,6.456,0.0,0.75,0.0,50.0,7.061224489795919,0.029536354857892647,-30.303938469254444
0.0,6.456,0.0,0.75,0.75,50.0,7.244897959183674,0.01115930673366854,-38.788786954102925
0.0,6.456,0.0,0.75,1.5,50.0,7.521335807050093,0.02449008706111755,-46.36454452986051
0.0,6.456,0.0,0.75,2.25,50.0,7.888682745825603,0.03289189406387455,-53.94030210561807
0.0,6.456,0.0,0.75,3.0,50.0,8.392393320964748,0.004538021124414541,-60.455453620769596
0.0,6.456,0.0,1.5,0.0,50.0,6.786641929499073,0.024937747696184787,-34.849393014708994
0.0,6.456,0.0,1.5,0.75,50.0,6.970315398886829,0.03148998544548467,-43.33424149955748
0.0,6.456,0.0,1.5,1.5,50.0,7.244897959183674,0.0260269230286011,-52.12212028743626
0.0,6.456,0.0,1.5,2.25,50.0,7.612244897959184,0.03431389558866401,-59.09181725713323
0.0,6.456,0.0,1.5,3.0,50.0,8.114100185528757,0.04008722973225287,-65.90999907531504
0.0,6.456,0.0,2.25,0.0,50.0,6.6029684601113185,0.015476467235140423,-39.69787786319384
0.0,6.456,0.0,2.25,0.75,50.0,6.784786641929498,0.01970256889058052,-48.788786954102925
0.0,6.456,0.0,2.25,1.5,50.0,7.015769944341374,0.03505965439087684,-57.72818089349687
0.0,6.456,0.0,2.25,2.25,50.0,7.379406307977737,0.04595835430617034,-65.90999907531504
0.0,6.456,0.0,2.25,3.0,50.0,7.8812615955473095,0.0340976921259249,-72.72818089349686
0.0,6.456,0.0,3.0,0.0,50.0,6.4647495361781075,0.02020663683309149,-44.69787786319383
0.0,6.456,0.0,3.0,0.75,50.0,6.6029684601113185,0.03759570889925457,-53.94030210561808
0.0,6.456,0.0,3.0,1.5,50.0,6.87569573283859,0.0302522392275408,-63.63727180258777
0.0,6.456,0.0,3.0,2.25,50.0,7.241187384044528,0.017613739127639996,-72.72818089349686
0.0,6.456,0.0,3.0,3.0,50.0,7.741187384044529,0.03523770104072257,-79.54636271167867
0.0,8.07,0.0,0.0,0.0,50.0,7.934137291280149,0.016772531005322736,-42.75141483301118
0.0,8.07,0.0,0.0,0.75,50.0,8.25417439703154,0.022197167320526193,-48.66050574210209
0.0,8.07,0.0,0.0,1.5,50.0,8.66883116883117,0.03299167364846771,-54.569596651192995
0.0,8.07,0.0,0.0,2.25,50.0,9.172541743970315,0.04423959968315852,-58.963536045132386
0.0,8.07,0.0,0.0,3.0,50.0,9.710360477774882,0.02154644372518539,-63.660505742102075
0.0,8.07,0.0,0.75,0.0,50.0,7.612244897959184,0.044365890690709106,-48.66050574210209
0.0,8.07,0.0,0.75,0.75,50.0,7.979591836734694,0.01915466037187223,-54.721111802708144
0.0,8.07,0.0,0.75,1.5,50.0,8.392393320964748,0.03676550942061335,-60.63020271179904
0.0,8.07,0.0,0.75,2.25,50.0,8.89795918367347,0.04334646590065627,-65.02414210573845
0.0,8.07,0.0,0.75,3.0,50.0,9.448979591836736,0.01761262574421458,-69.26656634816268
0.0,8.07,0.0,1.5,0.0,50.0,7.383116883116884,0.04446102904197923,-54.87262695422329
0.0,8.07,0.0,1.5,0.75,50.0,7.750463821892394,0.04142132756468981,-60.93323301482936
0.0,8.07,0.0,1.5,1.5,50.0,8.16326530612245,0.014413646513735764,-66.84232392392026
0.0,8.07,0.0,1.5,2.25,50.0,8.66883116883117,0.04353035557401551,-71.23626331785967
0.0,8.07,0.0,1.5,3.0,50.0,9.263450834879407,0.02241058041135767,-75.63020271179904
0.0,8.07,0.0,2.25,0.0,50.0,7.199443413729128,0.04441531630719739,-62.145354226950566
0.0,8.07,0.0,2.25,0.75,50.0,7.566790352504638,0.013964308449934895,-68.20596028755664
0.0,8.07,0.0,2.25,1.5,50.0,7.979591836734694,0.07143449241103886,-72.90292998452632
0.0,8.07,0.0,2.25,2.25,50.0,8.528756957328385,0.0358010058741848,-78.35747543907178
0.0,8.07,0.0,2.25,3.0,50.0,9.123376623376624,0.008475817397548909,-82.44838452998086
0.0,8.07,0.0,3.0,0.0,50.0,7.106679035250464,0.03409747871489421,-69.72111180270814
0.0,8.07,0.0,3.0,0.75,50.0,7.428571428571429,0.010209270220167157,-75.63020271179906
0.0,8.07,0.0,3.0,1.5,50.0,7.884972170686456,0.01958068346995379,-81.0847481663445
0.0,8.07,0.0,3.0,2.25,50.0,8.434137291280148,0.027607700953049197,-85.63020271179903
0.0,8.07,0.0,3.0,3.0,50.0,9.072356215213357,0.029173896076196693,-89.26656634816267
0.792,0.0,0.0,0.0,0.0,50.0,8.16326530612245,0.03409900225702127,57.87921401567755
0.792,0.0,0.0,0.0,0.75,50.0,7.795918367346939,0.008764754056421253,53.030729167192696
0.792,0.0,0.0,0.0,1.5,50.0,7.519480519480519,0.031596860044097515,48.18224431870785
0.792,0.0,0.0,0.0,2.25,50.0,7.244897959183674,0.039155920502543184,42.7276988641624
0.792,0.0,0.0,0.0,3.0,50.0,7.061224489795919,0.024673456550723945,36.667092803556336
0.792,0.0,0.0,0.75,0.0,50.0,7.934137291280149,0.0295868302826807,65.00042613688967
0.792,0.0,0.0,0.75,0.75,50.0,7.566790352504638,0.05133971965369344,59.84891098537451
0.792,0.0,0.0,0.75,1.5,50.0,7.29035250463822,0.03192488947647183,55.90951704598057
0.792,0.0,0.0,0.75,2.25,50.0,7.061224489795919,0.018720339726922573,50.606486742950274
0.792,0.0,0.0,0.75,3.0,50.0,6.877551020408164,0.01889001340618985,44.54588068234421
0.792,0.0,0.0,1.5,0.0,50.0,7.795918367346939,0.021022412391810158,72.4246685611321
0.792,0.0,0.0,1.5,0.75,50.0,7.428571428571429,0.015509375143310506,68.18224431870784
0.792,0.0,0.0,1.5,1.5,50.0,7.152133580705009,0.02247788328747396,63.333759470222994
0.792,0.0,0.0,1.5,2.25,50.0,6.923005565862709,0.03546496232212608,58.030729167192696
0.792,0.0,0.0,1.5,3.0,50.0,6.7393320964749535,0.034280505929767655,52.57618371264724
0.792,0.0,0.0,2.25,0.0,50.0,7.703153988868275,0.0374314720135724,80.60648674295027
0.792,0.0,0.0,2.25,0.75,50.0,7.335807050092765,0.022833295366915318,76.36406250052602
0.792,0.0,0.0,2.25,1.5,50.0,7.015769944341374,0.04023108408285914,71.36406250052603
0.792,0.0,0.0,2.25,2.25,50.0,6.786641929499073,0.05141224065944871,66.97012310658663
0.792,0.0,0.0,2.25,3.0,50.0,6.6484230055658635,0.057087184683818674,61.97012310658663
0.792,0.0,0.0,3.0,0.0,50.0,7.657699443413729,0.02779769420500259,88.9398200762836
0.792,0.0,0.0,3.0,0.75,50.0,7.29035250463822,0.03907763027154722,85.00042613688966
0.792,0.0,0.0,3.0,1.5,50.0,6.968460111317254,0.0167611924878562,80.00042613688966
0.792,0.0,0.0,3.0,2.25,50.0,6.7393320964749535,0.011416532454062408,75.30345643991996
0.792,0.0,0.0,3.0,3.0,50.0,6.555658627087199,0.03108072674347746,69.84891098537452
0.792,1.614,0.0,0.0,0.0,50.0,7.383116883116884,0.02034129024870104,45.81174706540843
0.792,1.614,0.0,0.0,0.75,50.0,7.152133580705009,0.026695021068149284,39.296595550256924
0.792,1.614,0.0,0.0,1.5,50.0,6.923005565862709,0.044977671314904384,32.1753834290448
0.792,1.614,0.0,0.0,2.25,50.0,6.786641929499073,0.041970250987831,25.05417130783268
0.792,1.614,0.0,0.0,3.0,50.0,6.6938775510204085,0.03409991573701292,16.8723531260145
0.792,1.614,0.0,0.75,0.0,50.0,7.152133580705009,0.026067533881426866,52.023868277529644
0.792,1.614,0.0,0.75,0.75,50.0,6.877551020408164,0.04906986906863359,45.96326221692358
0.792,1.614,0.0,0.75,1.5,50.0,6.7393320964749535,0.04237748673273497,39.14508039874177
0.792,1.614,0.0,0.75,2.25,50.0,6.601113172541744,0.02431985115889217,31.720837974499347
0.792,1.614,0.0,0.75,3.0,50.0,6.510204081632653,0.015488378281774628,23.539019792681163
0.792,1.614,0.0,1.5,0.0,50.0,6.968460111317254,0.024561640570506096,59.296595550256924
0.792,1.614,0.0,1.5,0.75,50.0,6.7393320964749535,0.026262725050231833,53.0844743381357
0.792,1.614,0.0,1.5,1.5,50.0,6.555658627087199,0.028520341988792934,46.417807671469035
0.792,1.614,0.0,1.5,2.25,50.0,6.4647495361781075,0.043146419757954024,38.53901979268116
0.792,1.614,0.0,1.5,3.0,50.0,6.371985157699443,0.0285161629641999,31.26629251995389
0.792,1.614,0.0,2.25,0.0,50.0,6.832096474953618,0.014934023661903608,67.32689858055996
0.792,1.614,0.0,2.25,0.75,50.0,6.601113172541744,0.013151430569696457,60.20568645934783
0.792,1.614,0.0,2.25,1.5,50.0,6.4647495361781075,0.03091301537856145,53.387504641166004
0.792,1.614,0.0,2.25,2.25,50.0,6.371985157699443,0.04040672306747227,46.417807671469035
0.792,1.614,0.0,2.25,3.0,50.0,6.326530612244898,0.09810832247451463,38.690534944196315
0.792,1.614,0.0,3.0,0.0,50.0,6.7393320964749535,0.021805074666530037,75.81174706540843
0.792,1.614,0.0,3.0,0.75,50.0,6.510204081632653,0.02270703394294062,68.387504641166
0.792,1.614,0.0,3.0,1.5,50.0,6.371985157699443,0.055630163062540115,61.266292519953886
0.792,1.614,0.0,3.0,2.25,50.0,6.326530612244898,0.08507744573720415,53.842050095711464
0.792,1.614,0.0,3.0,3.0,50.0,6.326530612244898,0.40441925715656674,46.56932282298419
0.792,3.228,0.0,0.0,0.0,50.0,6.832096474953618,0.02653399363622259,25.131315797772555
0.792,3.228,0.0,0.0,0.75,50.0,6.6938775510204085,0.027407375191560016,16.49495216140892
0.792,3.228,0.0,0.0,1.5,50.0,6.6484230055658635,0.009202948995581694,6.6464673129240746
0.792,3.228,0.0,0.0,2.25,50.0,6.6484230055658635,0.023050946271908516,-3.6565629901062264
0.792,3.228,0.0,0.0,3.0,50.0,6.692022263450836,0.007524808160883558,-13.808078141621381
0.792,3.228,0.0,0.75,0.0,50.0,6.555658627087199,0.026340746854944145,29.676770343227105
0.792,3.228,0.0,0.75,0.75,50.0,6.4647495361781075,0.032690614540333125,20.585861252318015
0.792,3.228,0.0,0.75,1.5,50.0,6.419294990723563,0.026886092027769377,10.737376403833167
0.792,3.228,0.0,0.75,2.25,50.0,6.417439703153988,0.015716389361344223,0.4343461008028635
0.792,3.228,0.0,0.75,3.0,50.0,6.41743970315399,0.027288636991957844,-10.171714505257745
0.792,3.228,0.0,1.5,0.0,50.0,6.417439703153988,0.039691039205434576,34.37374004019679
0.792,3.228,0.0,1.5,0.75,50.0,6.326530612244898,0.06358311031236166,24.97980064625741
0.792,3.228,0.0,1.5,1.5,50.0,6.326530612244898,0.0779532691078907,14.676770343227105
0.792,3.228,0.0,1.5,2.25,50.0,6.326530612244898,0.14509332881968148,3.7676794341361957
0.792,3.228,0.0,1.5,3.0,50.0,6.326530612244898,0.1685973248958029,-4.717169050712288
0.792,3.228,0.0,2.25,0.0,50.0,6.326530612244898,0.0693985813359078,39.525255191711956
0.792,3.228,0.0,2.25,0.75,50.0,6.326530612244898,0.30587616318206257,29.828285494742254
0.792,3.228,0.0,2.25,1.5,50.0,6.326530612244898,0.4758237406532214,18.31313397959074
0.792,3.228,0.0,2.25,2.25,50.0,6.326530612244898,0.5588697570609805,4.9798006462574085
0.792,3.228,0.0,2.25,3.0,50.0,6.326530612244898,0.5642613567832682,-4.717169050712288
0.792,3.228,0.0,3.0,0.0,50.0,6.326530612244898,0.37125872709627533,47.40404307049983
0.792,4.8420000000000005,0.0,0.0,0.0,50.0,6.6484230055658635,0.010841942151055382,-4.345745672649239
0.792,4.8420000000000005,0.0,0.0,0.75,50.0,6.6938775510204085,0.001031622621004793,-14.49726082416439
0.792,4.8420000000000005,0.0,0.0,1.5,50.0,6.786641929499073,0.03737511513599395,-24.800291127194694
0.792,4.8420000000000005,0.0,0.0,2.25,50.0,7.015769944341374,0.032601170802465246,-34.04271536961894
0.792,4.8420000000000005,0.0,0.0,3.0,50.0,7.288497217068647,0.041549645240824315,-44.04271536961894
0.792,4.8420000000000005,0.0,0.75,0.0,50.0,6.419294990723563,0.009583549137660668,-5.406351733255304
0.792,4.8420000000000005,0.0,0.75,0.75,50.0,6.4647495361781075,0.035888886400433515,-15.860897187800752
0.792,4.8420000000000005,0.0,0.75,1.5,50.0,6.510204081632653,0.036484599836155415,-26.012412339315905
0.792,4.8420000000000005,0.0,0.75,2.25,50.0,6.6938775510204085,0.019679997672584052,-37.22453355143711
0.792,4.8420000000000005,0.0,0.75,3.0,50.0,6.96660482374768,0.026145687629470685,-47.22453355143711
0.792,4.8420000000000005,0.0,1.5,0.0,50.0,6.326530612244898,0.13741808621336768,-6.012412339315908
0.792,4.8420000000000005,0.0,1.5,0.75,50.0,6.326530612244898,0.05315400467895571,-16.921503248406815
0.792,4.8420000000000005,0.0,1.5,1.5,50.0,6.371985157699443,0.0476154225918033,-27.982109309012873
0.792,4.8420000000000005,0.0,1.5,2.25,50.0,6.462894248608535,0.014996899475075999,-39.49726082416439
0.792,4.8420000000000005,0.0,1.5,3.0,50.0,6.644712430426717,0.03824476004628252,-50.406351733255306
0.792,4.8420000000000005,0.0,2.25,0.0,50.0,6.326530612244898,0.5488517038029584,-7.8305941574977265
0.792,4.8420000000000005,0.0,2.25,0.75,50.0,6.326530612244898,0.4452603614914932,-21.163927490831057
0.792,4.8420000000000005,0.0,2.25,1.5,50.0,6.326530612244898,0.2588018157701213,-32.07301839992197
0.792,4.8420000000000005,0.0,2.25,2.25,50.0,6.326530612244898,0.016713021055410553,-40.86089718780075
0.792,4.8420000000000005,0.0,2.25,3.0,50.0,6.462894248608533,0.0068542113821681155,-54.04271536961893
0.792,4.8420000000000005,0.0,3.0,3.0,50.0,6.326530612244898,0.06895519681164736,-54.49726082416439
0.792,6.456,0.0,0.0,0.0,50.0,6.968460111317254,0.03635018233935931,-32.49912737522225
0.792,6.456,0.0,0.0,0.75,50.0,7.153988868274583,0.0357022184313017,-40.377915254010134
0.792,6.456,0.0,0.0,1.5,50.0,7.474025974025974,0.0106812206902436,-47.49912737522225
0.792,6.456,0.0,0.0,2.25,50.0,7.886827458256029,0.033046020603241764,-54.62033949643437
0.792,6.456,0.0,0.0,3.0,50.0,8.392393320964748,0.014215323262097812,-60.22640010249497
0.792,6.456,0.0,0.75,0.0,50.0,6.6938775510204085,0.009362776333423948,-37.3476122237071
0.792,6.456,0.0,0.75,0.75,50.0,6.877551020408164,0.037280844776113535,-45.83246070855558
0.792,6.456,0.0,0.75,1.5,50.0,7.199443413729128,0.015893887771068378,-53.25670313279801
0.792,6.456,0.0,0.75,2.25,50.0,7.612244897959184,0.02658532577091947,-60.37791525401013
0.792,6.456,0.0,0.75,3.0,50.0,8.115955473098332,0.019501807110707484,-66.28700616310104
0.792,6.456,0.0,1.5,0.0,50.0,6.510204081632653,0.014503254670987387,-43.408218284313165
0.792,6.456,0.0,1.5,0.75,50.0,6.6938775510204085,0.011481968508752346,-51.89306676916164
0.792,6.456,0.0,1.5,1.5,50.0,6.968460111317254,0.02154735167237746,-60.07488495097982
0.792,6.456,0.0,1.5,2.25,50.0,7.38126159554731,0.023429153494449642,-67.19609707219195
0.792,6.456,0.0,1.5,3.0,50.0,7.883116883116884,0.019958008986647315,-73.10518798128284
0.792,6.456,0.0,2.25,0.0,50.0,6.371985157699443,0.0760780017029623,-49.014278890373774
0.792,6.456,0.0,2.25,0.75,50.0,6.555658627087199,0.03249338701873022,-57.802157678252556
0.792,6.456,0.0,2.25,1.5,50.0,6.7847866419295,0.03235719599494277,-66.7415516176465
0.792,6.456,0.0,2.25,2.25,50.0,7.195732838589983,0.012722191380477314,-74.4688243449192
0.792,6.456,0.0,2.25,3.0,50.0,7.741187384044528,0.019521664524267974,-80.83246070855557
0.792,6.456,0.0,3.0,0.0,50.0,6.326530612244898,0.01045328149677524,-55.52943040552528
0.792,6.456,0.0,3.0,0.75,50.0,6.419294990723563,0.05917279410312777,-64.01427889037377
0.792,6.456,0.0,3.0,1.5,50.0,6.692022263450836,0.014237452176547866,-74.01427889037375
0.792,6.456,0.0,3.0,2.25,50.0,7.101113172541746,0.016585703068232788,-82.65064252673739
0.792,6.456,0.0,3.0,3.0,50.0,7.692022263450836,0.030810664836315813,-88.55973343582828
0.792,8.07,0.0,0.0,0.0,50.0,7.612244897959184,0.030917596294243226,-50.038091474742295
0.792,8.07,0.0,0.0,0.75,50.0,7.934137291280149,0.03747047905764199,-55.03809147474229
0.792,8.07,0.0,0.0,1.5,50.0,8.392393320964748,0.010522081079218346,-60.189606626257444
0.792,8.07,0.0,0.0,2.25,50.0,8.89795918367347,0.015779499963573338,-64.58354602019685
0.792,8.07,0.0,0.0,3.0,50.0,9.448979591836736,0.060151529710691404,-68.21990965656047
0.792,8.07,0.0,0.75,0.0,50.0,7.337662337662339,0.04161016944143565,-56.704758141408966
0.792,8.07,0.0,0.75,0.75,50.0,7.705009276437849,0.02146222530248667,-62.15930359595442
